CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
03875B,Global Institute Australia Pty Ltd,104419H,Diploma of Leadership and Management,BSB50420,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,52,"$8,250.00",$0.00,"$8,250.00",No
03875B,Global Institute Australia Pty Ltd,106642G,Advanced Diploma of Leadership and Management,BSB60420,No,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",,,,Advanced Diploma,No,No,,,,English,52,"$12,250.00",$250.00,"$12,500.00",No
03875B,Global Institute Australia Pty Ltd,107470C,Advanced Diploma of Hospitality Management,SIT60316,No,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,,,,Advanced Diploma,No,No,,,,English,104,"$24,500.00",$250.00,"$24,750.00",No
03875B,Global Institute Australia Pty Ltd,109588F,Certificate IV in Kitchen Management,SIT40521,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,,,,Certificate IV,No,No,,,,English,78,"$19,750.00",$0.00,"$19,750.00",No
03875B,Global Institute Australia Pty Ltd,109897D,Certificate III in Commercial Cookery,SIT30821,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,,,,Certificate III,No,No,,,,English,52,"$16,750.00",$0.00,"$16,750.00",No
03875B,Global Institute Australia Pty Ltd,112490A,Certificate III in Hairdressing,SHB30416,No,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110303 - Hairdressing,,,,Certificate III,No,No,,,,English,52,"$14,500.00","$1,050.00","$15,550.00",No
03875B,Global Institute Australia Pty Ltd,112834D,General English,,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,52,"$11,000.00","$1,000.00","$12,000.00",No
03875B,Global Institute Australia Pty Ltd,114148K,Diploma of Hospitality Management,SIT50422,No,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,,,,Diploma,No,No,,,,English,78,"$19,750.00",$700.00,"$20,450.00",No
03875B,Global Institute Australia Pty Ltd,114149J,Advanced Diploma of Hospitality Management,SIT60322,No,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,,,,Advanced Diploma,No,No,,,,English,104,"$24,500.00",$700.00,"$25,200.00",No
03875B,Global Institute Australia Pty Ltd,114150E,Advanced Diploma of Civil Construction Design,RII60520,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,"030900 - Civil Engineering, n.f.d.",,,,Advanced Diploma,No,No,,,,English,104,"$28,000.00","$2,000.00","$30,000.00",No
03875B,Global Institute Australia Pty Ltd,116584G,Certificate III in Carpentry,CPC30220,No,04 - Architecture and Building,0403 - Building,040311 - Carpentry and Joinery,,,,Certificate III,No,No,,,,English,60,"$28,000.00","$2,000.00","$30,000.00",No
03875B,Global Institute Australia Pty Ltd,118416G,Diploma of Civil Construction Design,RII50520,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,"030999 - Civil Engineering, n.e.c.",,,,Diploma,No,No,,,,English,60,"$28,000.00","$2,000.00","$30,000.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,104588B,Certificate III in Information Technology,ICT30120,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Certificate III,No,No,,,,English,52,"$6,000.00",$500.00,"$6,500.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,104716K,Certificate IV in Information Technology,ICT40120,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Certificate IV,No,No,,,,English,52,"$8,000.00",$500.00,"$8,500.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,105184C,Certificate IV in Business,BSB40120,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Certificate IV,No,No,,,,English,36,"$7,500.00",$250.00,"$7,750.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,105185B,Diploma of Business,BSB50120,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,52,"$8,000.00",$500.00,"$8,500.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,105186A,Advanced Diploma of Business,BSB60120,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Advanced Diploma,No,No,,,,English,52,"$10,000.00",$500.00,"$10,500.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,107714K,Diploma of Information Technology,ICT50220,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Diploma,No,No,,,,English,52,"$10,000.00",$500.00,"$10,500.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,109589E,Certificate IV in Kitchen Management,SIT40521,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,,,,Certificate IV,No,No,,,,English,78,"$7,000.00","$2,000.00","$9,000.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,109898C,Certificate III in Commercial Cookery,SIT30821,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,,,,Certificate III,No,No,,,,English,52,"$9,000.00","$2,000.00","$11,000.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,111022D,Diploma of Hospitality Management,SIT50422,No,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",,,,Diploma,No,No,,,,English,78,"$10,000.00","$1,180.00","$11,180.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,113740B,Advanced Diploma of Information Technology,ICT60220,No,02 - Information Technology,0203 - Information Systems,020305 - Systems Analysis and Design,,,,Advanced Diploma,No,No,,,,English,104,"$22,000.00","$1,000.00","$23,000.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,113741A,Certificate IV in Project Management Practice,BSB40920,No,08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,,,,Certificate IV,No,No,,,,English,36,"$8,000.00","$1,000.00","$9,000.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,113742M,Diploma of Project Management,BSB50820,No,08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,,,,Diploma,No,No,,,,English,52,"$9,000.00","$1,000.00","$10,000.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,113743K,Advanced Diploma of Program Management,BSB60720,No,08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,,,,Advanced Diploma,No,No,,,,English,52,"$11,000.00","$1,000.00","$12,000.00",No
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,113744J,Graduate Diploma of Management (Learning),BSB80120,No,07 - Education,0701 - Teacher Education,070109 - Teacher Education: Vocational Education and Training,,,,Graduate Diploma,No,No,,,,English,52,"$15,000.00","$1,000.00","$16,000.00",No
03878K,Opulence College Pty Ltd,104421C,Diploma of Leadership and Management,BSB50420,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,52,"$8,000.00",$300.00,"$8,300.00",No
03878K,Opulence College Pty Ltd,107993J,Advanced Diploma of Business,BSB60120,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Advanced Diploma,No,No,,,,English,78,"$12,000.00",$300.00,"$12,300.00",No
03878K,Opulence College Pty Ltd,111179E,Diploma of Information Technology,ICT50220,No,02 - Information Technology,0203 - Information Systems,"020300 - Information Systems, n.f.d.",,,,Diploma,No,No,,,,English,78,"$15,000.00",$500.00,"$15,500.00",No
03878K,Opulence College Pty Ltd,111181M,Diploma of Business,BSB50120,No,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",,,,Diploma,No,No,,,,English,52,"$6,800.00",$0.00,"$6,800.00",No
03878K,Opulence College Pty Ltd,111182K,Diploma of Human Resource Management,BSB50320,No,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",,,,Diploma,No,No,,,,English,52,"$6,800.00",$0.00,"$6,800.00",No
03878K,Opulence College Pty Ltd,111183J,Advanced Diploma of Human Resource Management,BSB60320,No,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",,,,Advanced Diploma,No,No,,,,English,52,"$9,800.00",$0.00,"$9,800.00",No
03878K,Opulence College Pty Ltd,112924B,Certificate III in Commercial Cookery,SIT30821,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110101 - Hospitality,,,,Certificate III,No,Yes,,10,192,English,46,"$15,500.00","$1,450.00","$16,950.00",No
03878K,Opulence College Pty Ltd,112931C,Certificate IV in Kitchen Management,SIT40521,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110101 - Hospitality,,,,Certificate IV,No,Yes,,14,240,English,78,"$17,500.00","$1,650.00","$19,150.00",No
03878K,Opulence College Pty Ltd,112932B,Diploma of Hospitality Management,SIT50422,No,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,,,,Diploma,No,Yes,,10,208,English,94,"$19,500.00","$1,850.00","$21,350.00",No
03878K,Opulence College Pty Ltd,112933A,Graduate Diploma of Management (Learning),BSB80120,No,07 - Education,0701 - Teacher Education,070109 - Teacher Education: Vocational Education and Training,,,,Graduate Diploma,No,No,,,,English,52,"$15,000.00",$500.00,"$15,500.00",No
03878K,Opulence College Pty Ltd,113942C,General English,,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,62,"$18,000.00","$1,140.00","$19,140.00",No
03878K,Opulence College Pty Ltd,115536A,Advanced Diploma of Information Technology,ICT60220,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Advanced Diploma,No,No,,,,English,104,"$18,000.00","$1,200.00","$19,200.00",No
03878K,Opulence College Pty Ltd,115537M,Advanced Diploma of Civil Construction Design,RII60520,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,"030900 - Civil Engineering, n.f.d.",,,,Advanced Diploma,No,No,,,,English,104,"$18,000.00","$1,200.00","$19,200.00",No
03878K,Opulence College Pty Ltd,116613G,Certificate III in Individual Support,CHC33021,No,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,,,,Certificate III,No,Yes,20.00,6,120,English,52,"$10,000.00",$500.00,"$10,500.00",No
03878K,Opulence College Pty Ltd,116614F,Certificate IV in Ageing Support,CHC43015,No,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,,,,Certificate IV,No,Yes,20.00,6,120,English,52,"$13,000.00",$800.00,"$13,800.00",No
03878K,Opulence College Pty Ltd,116615E,Diploma of Community Services,CHC52021,No,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090500 - Human Welfare Studies and Services, n.f.d.",,,,Diploma,No,Yes,20.00,10,200,English,104,"$26,000.00","$1,200.00","$27,200.00",No
03878K,Opulence College Pty Ltd,118055E,Diploma of Civil Construction Design,RII50520,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,"030999 - Civil Engineering, n.e.c.",,,,Diploma,No,No,,,,English,64,"$16,500.00","$1,050.00","$17,550.00",No
03878K,Opulence College Pty Ltd,118797M,Diploma of Community Services,CHC52025,No,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090599 - Human Welfare Studies and Services, n.e.c.",,,,Diploma,No,Yes,20.00,10,200,English,104,"$26,000.00","$1,200.00","$27,200.00",No
03878K,Opulence College Pty Ltd,119312G,Advanced Diploma of Hospitality Management,SIT60322,No,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",,,,Advanced Diploma,No,No,,,,English,104,"$24,500.00","$2,500.00","$27,000.00",No
03879J,Edvantage Institute Australia Pty Ltd,103141H,Bachelor of Marketing,,No,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,,,,Bachelor Degree,No,No,,,,English,156,"$52,500.00",$0.00,"$52,500.00",No
03879J,Edvantage Institute Australia Pty Ltd,109151B,Bachelor of Accounting,,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Bachelor Degree,No,No,,,,English,156,"$56,400.00",$200.00,"$56,600.00",No
03879J,Edvantage Institute Australia Pty Ltd,109152A,Bachelor of Information Technology (ICT Security),,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$56,400.00",$200.00,"$56,600.00",No
03879J,Edvantage Institute Australia Pty Ltd,109153M,Bachelor of Information Technology (Information Systems),,No,02 - Information Technology,0203 - Information Systems,"020300 - Information Systems, n.f.d.",,,,Bachelor Degree,No,No,,,,English,156,"$56,400.00",$200.00,"$56,600.00",No
03879J,Edvantage Institute Australia Pty Ltd,109154K,Diploma of Business,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,52,"$18,800.00",$200.00,"$19,000.00",No
03879J,Edvantage Institute Australia Pty Ltd,109155J,Diploma of Information Technology,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Diploma,No,No,,,,English,52,"$18,800.00",$200.00,"$19,000.00",No
03879J,Edvantage Institute Australia Pty Ltd,119385A,Master of Business Administration,,No,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$42,000.00",$200.00,"$42,200.00",No
03879J,Edvantage Institute Australia Pty Ltd,119386M,Graduate Diploma of Business Administration,,No,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$21,000.00",$200.00,"$21,200.00",No
03879J,Edvantage Institute Australia Pty Ltd,119387K,Graduate Certificate of Business Administration,,No,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$10,500.00",$200.00,"$10,700.00",No
03879J,Edvantage Institute Australia Pty Ltd,120246B,Graduate Diploma of Information Technology,,No,02 - Information Technology,0201 - Computer Science,"020199 - Computer Science, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$21,000.00",$200.00,"$21,200.00",No
03879J,Edvantage Institute Australia Pty Ltd,120247A,Master of Information Technology,,No,02 - Information Technology,0201 - Computer Science,"020199 - Computer Science, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$42,000.00",$200.00,"$42,200.00",No
03879J,Edvantage Institute Australia Pty Ltd,120248M,Graduate Certificate of Information Technology,,No,02 - Information Technology,0201 - Computer Science,"020199 - Computer Science, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$10,500.00",$200.00,"$10,700.00",No
03880E,Bhairav Baba Pty Ltd,104422B,Diploma of Leadership and Management,BSB50420,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,52,"$13,000.00",$0.00,"$13,000.00",No
03880E,Bhairav Baba Pty Ltd,107494F,Diploma of Project Management,BSB50820,No,08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,,,,Diploma,No,No,,,,English,52,"$12,000.00",$550.00,"$12,550.00",No
03880E,Bhairav Baba Pty Ltd,107495E,Graduate Diploma of Management (Learning),BSB80120,No,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,,,,Graduate Diploma,No,No,,,,English,104,"$24,000.00",$850.00,"$24,850.00",No
03880E,Bhairav Baba Pty Ltd,107871H,Advanced Diploma of Leadership and Management,BSB60420,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Advanced Diploma,No,No,,,,English,52,"$10,000.00",$500.00,"$10,500.00",No
