CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
00002J,Macquarie University (Macquarie),056664G,Master of Philosophy (Business and Economics),,No,09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,,,,Masters Degree (Research),No,No,,,,English,104,"$80,400.00",$0.00,"$80,400.00",No
00002J,Macquarie University (Macquarie),056667E,Master of Philosophy (Arts),,No,09 - Society and Culture,0900 - Society and Culture,"090000 - Society and Culture, n.f.d.",,,,Masters Degree (Research),No,No,,,,English,104,"$86,100.00",$0.00,"$86,100.00",No
00002J,Macquarie University (Macquarie),056670K,Master of Philosophy (Science and Engineering),,No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050999 - Environmental Studies, n.e.c.",,,,Masters Degree (Research),No,No,,,,English,104,"$110,200.00",$0.00,"$110,200.00",No
00002J,Macquarie University (Macquarie),058390B,Master of Teaching (Birth to Five Years),,No,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,,,,Masters Degree (Coursework),No,Yes,30.00,16,480,English,104,"$79,400.00",$746.00,"$80,146.00",No
00002J,Macquarie University (Macquarie),060660M,Master of Advanced Surgery,,No,06 - Health,0601 - Medical Studies,060103 - Surgery,,,,Masters Degree (Coursework),No,Yes,25.00,30,750,English,52,"$20,000.00",$0.00,"$20,000.00",No
00002J,Macquarie University (Macquarie),060661K,Master of Surgery,,No,06 - Health,0601 - Medical Studies,060103 - Surgery,,,,Masters Degree (Coursework),No,Yes,15.00,60,900,English,104,"$40,000.00",$0.00,"$40,000.00",No
00002J,Macquarie University (Macquarie),060724M,Bachelor of Planning,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,040103 - Urban Design and Regional Planning,,,,Bachelor Degree,No,Yes,25.00,6,150,English,208,"$194,000.00","$1,492.00","$195,492.00",No
00002J,Macquarie University (Macquarie),060726J,Bachelor of Engineering with the degree of Bachelor of Commerce,,Yes,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",08 - Management and Commerce,0800 - Management and Commerce,"080000 - Management and Commerce, n.f.d.",Bachelor Degree,No,No,,,,English,260,"$257,400.00","$1,865.00","$259,265.00",No
00002J,Macquarie University (Macquarie),060727G,Bachelor of Engineering with the degree of Bachelor of Science,,Yes,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",01 - Natural and Physical Sciences,0100 - Natural and Physical Sciences,"010000 - Natural and Physical Sciences, n.f.d.",Bachelor Degree,No,No,,,,English,260,$0.00,$0.00,"$174,960.00",No
00002J,Macquarie University (Macquarie),064238D,Doctor of Philosophy (Human Sciences - Low Cost),,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Doctoral Degree,No,No,,,,English,156,"$106,278.00",$0.00,"$106,278.00",No
00002J,Macquarie University (Macquarie),064239C,Doctor of Philosophy (Human Sciences - High Cost),,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Doctoral Degree,No,No,,,,English,156,"$168,600.00",$0.00,"$168,600.00",No
00002J,Macquarie University (Macquarie),064240K,Master of Philosophy (Human Sciences - Low Cost),,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Research),No,No,,,,English,104,"$70,852.00",$0.00,"$70,852.00",No
00002J,Macquarie University (Macquarie),064241J,Master of Philosophy (Human Sciences - High Cost),,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Research),No,No,,,,English,104,"$110,200.00",$0.00,"$110,200.00",No
00002J,Macquarie University (Macquarie),067838M,Bachelor of Actuarial Studies,,No,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081103 - Insurance and Actuarial Studies,,,,Bachelor Degree,No,No,,,,English,156,"$146,500.00","$1,119.00","$147,619.00",No
00002J,Macquarie University (Macquarie),067842D,Bachelor of Actuarial Studies with the degree of Bachelor of Science,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Bachelor Degree,No,No,,,,English,208,"$199,300.00","$1,492.00","$200,792.00",No
00002J,Macquarie University (Macquarie),067843C,Bachelor of Advanced Science,,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$142,600.00","$1,119.00","$143,719.00",No
00002J,Macquarie University (Macquarie),067844B,Bachelor of Applied Finance with the degree of Bachelor of Actuarial Studies,,Yes,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081101 - Banking and Finance,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081103 - Insurance and Actuarial Studies,Bachelor Degree,No,No,,,,English,208,"$199,300.00","$1,492.00","$200,792.00",No
00002J,Macquarie University (Macquarie),067845A,Bachelor of Applied Finance with the degree of Bachelor of Commerce - Professional Accounting,,Yes,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081101 - Banking and Finance,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Bachelor Degree,No,No,,,,English,208,"$199,300.00","$1,492.00","$200,792.00",No
00002J,Macquarie University (Macquarie),067846M,Bachelor of Arts with the degree of Bachelor of Commerce,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Bachelor Degree,No,No,,,,English,208,"$185,400.00","$1,492.00","$186,892.00",No
00002J,Macquarie University (Macquarie),067848J,Bachelor of Biodiversity and Conservation,,No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050901 - Land, Parks and Wildlife Management",,,,Bachelor Degree,No,No,,,,English,156,"$142,300.00","$1,119.00","$143,419.00",No
00002J,Macquarie University (Macquarie),067850D,Bachelor of Business Administration with the degree of Bachelor of Commerce - Professional Accounting,,Yes,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Bachelor Degree,No,No,,,,English,208,"$199,300.00","$1,492.00","$200,792.00",No
00002J,Macquarie University (Macquarie),067851C,Bachelor of Commerce - Professional Accounting,,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Bachelor Degree,No,No,,,,English,156,"$146,500.00","$1,119.00","$147,619.00",No
00002J,Macquarie University (Macquarie),067856J,Bachelor of Commerce with the degree of Bachelor of Science,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Bachelor Degree,No,No,,,,English,208,"$199,300.00","$1,492.00","$200,792.00",No
00002J,Macquarie University (Macquarie),067858G,Bachelor of Environment,,No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050900 - Environmental Studies, n.f.d.",,,,Bachelor Degree,No,No,,,,English,156,"$142,300.00","$1,119.00","$143,419.00",No
00002J,Macquarie University (Macquarie),067866G,Bachelor of Business Administration with the degree of Bachelor of Arts,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Bachelor Degree,No,No,,,,English,208,"$199,300.00","$1,492.00","$200,792.00",No
00002J,Macquarie University (Macquarie),068544F,Master of Management General Exchange Program,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Non AQF Award,No,No,,,,English,13,,,$0.00,No
00002J,Macquarie University (Macquarie),070063E,Doctor of Philosophy (Human Sciences - Mid Cost),,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Doctoral Degree,No,No,,,,English,156,"$150,400.00",$0.00,"$150,400.00",No
00002J,Macquarie University (Macquarie),070064D,Master of Philosophy (Human Sciences - Mid Cost),,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Research),No,No,,,,English,104,"$98,300.00",$0.00,"$98,300.00",No
00002J,Macquarie University (Macquarie),070505F,Master of Advanced Medicine,,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Masters Degree (Coursework),No,Yes,25.00,30,750,English,52,"$20,000.00",$0.00,"$20,000.00",No
00002J,Macquarie University (Macquarie),072063M,Bachelor of Arts - Media,,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$139,000.00","$1,119.00","$140,119.00",No
00002J,Macquarie University (Macquarie),074754A,Bachelor of Marketing and Media,,No,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,,,,Bachelor Degree,No,No,,,,English,156,"$146,500.00","$1,119.00","$147,619.00",No
00002J,Macquarie University (Macquarie),075047J,Bachelor of Arts with the degree of Bachelor of Education (Primary),,Yes,09 - Society and Culture,0903 - Studies in Human Society,"090399 - Studies in Human Society, n.e.c.",07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Bachelor Degree,No,Yes,35.00,16,560,English,208,"$171,500.00","$1,492.00","$172,992.00",No
00002J,Macquarie University (Macquarie),075265K,Doctor of Physiotherapy,,No,06 - Health,0617 - Rehabilitation Therapies,061701 - Physiotherapy,,,,Masters Degree (Extended),No,Yes,35.00,32,"1,120",English,156,"$196,900.00","$1,119.00","$198,019.00",No
00002J,Macquarie University (Macquarie),077336F,Doctor of Advanced Surgery,,No,06 - Health,0601 - Medical Studies,060103 - Surgery,,,,Doctoral Degree,No,Yes,30.00,60,"1,800",English,156,$0.00,$0.00,"$118,856.00",No
00002J,Macquarie University (Macquarie),077583B,Master of Medical Practice,,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Masters Degree (Coursework),No,Yes,30.00,30,900,English,52,$0.00,$0.00,"$39,776.00",No
00002J,Macquarie University (Macquarie),077685G,Master of Advanced Professional Accounting,,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Masters Degree (Coursework),No,No,,,,English,78,"$71,300.00",$559.50,"$71,859.50",No
00002J,Macquarie University (Macquarie),078005F,Bachelor of Commerce with the degree of Bachelor of Arts - Psychology,,Yes,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Degree,No,No,,,,English,208,"$199,300.00","$1,492.00","$200,792.00",No
00002J,Macquarie University (Macquarie),078627J,Master of Clinical Sciences,,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,$0.00,$0.00,"$104,064.00",No
00002J,Macquarie University (Macquarie),078628G,Doctor of Clinical Practice,,No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",,,,Masters Degree (Coursework),No,Yes,20.00,90,"1,800",English,156,$0.00,$0.00,"$157,632.00",No
00002J,Macquarie University (Macquarie),079199E,Master of International Public Diplomacy,,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,,,,Masters Degree (Coursework),No,No,,,,English,78,"$70,050.00",$559.50,"$70,609.50",No
00002J,Macquarie University (Macquarie),079304J,Bachelor of Business Administration with the degree of Bachelor of Psychology (Honours),,Yes,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Honours Degree,No,No,,,,English,260,"$182,250.00","$1,515.00","$183,765.00",No
00002J,Macquarie University (Macquarie),079305G,Bachelor of Commerce with the degree of Bachelor of Psychology (Honours),,Yes,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Honours Degree,No,No,,,,English,260,"$182,250.00","$1,515.00","$183,765.00",No
00002J,Macquarie University (Macquarie),079306G,Bachelor of Business Analytics,,No,02 - Information Technology,0203 - Information Systems,020307 - Decision Support Systems,,,,Bachelor Degree,No,No,,,,English,156,"$146,500.00","$1,119.00","$147,619.00",No
00002J,Macquarie University (Macquarie),079307F,Bachelor of Business Leadership and Commerce,,No,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",,,,Bachelor Degree,No,No,,,,English,208,"$145,800.00","$1,212.00","$147,012.00",No
00002J,Macquarie University (Macquarie),079539A,Juris Doctor,,No,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",,,,Masters Degree (Extended),No,No,,,,English,156,"$154,000.00","$1,119.00","$155,119.00",No
00002J,Macquarie University (Macquarie),079889A,Bachelor of Arts - Psychology with the degree of Bachelor of Education (Primary),,Yes,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Bachelor Degree,No,No,,,,English,208,"$120,000.00","$1,212.00","$121,212.00",No
00002J,Macquarie University (Macquarie),079890G,Bachelor of Psychology (Honours) with the degree of Bachelor of Laws,,Yes,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,09 - Society and Culture,0909 - Law,090901 - Business and Commercial Law,Bachelor Honours Degree,No,No,,,,English,312,"$239,400.00","$1,818.00","$241,218.00",No
00002J,Macquarie University (Macquarie),079891G,Bachelor of Ancient History,,No,09 - Society and Culture,0903 - Studies in Human Society,090305 - History,,,,Bachelor Degree,No,No,,,,English,156,"$128,500.00","$1,119.00","$129,619.00",No
00002J,Macquarie University (Macquarie),080284J,Master of Data Science,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$94,500.00",$746.00,"$95,246.00",No
00002J,Macquarie University (Macquarie),080285G,Bachelor of Human Sciences,,No,06 - Health,0699 - Other Health,069903 - Human Movement,,,,Bachelor Degree,No,No,,,,English,156,"$142,600.00","$1,119.00","$143,719.00",No
00002J,Macquarie University (Macquarie),080286G,Bachelor of Global Business,,No,08 - Management and Commerce,0803 - Business and Management,080311 - International Business,,,,Bachelor Degree,No,No,,,,English,156,"$146,500.00","$1,119.00","$147,619.00",No
00002J,Macquarie University (Macquarie),080287F,Bachelor of Education (Secondary),,No,07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,,,,Bachelor Degree,No,Yes,35.00,12,420,English,104,"$82,400.00",$746.00,"$83,146.00",No
00002J,Macquarie University (Macquarie),080288E,Bachelor of Laws,,No,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",,,,Bachelor Degree,No,No,,,,English,208,"$205,400.00","$1,492.00","$206,892.00",No
00002J,Macquarie University (Macquarie),081340J,Bachelor of Science with the degree of Bachelor of Education (Secondary),,Yes,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010101 - Mathematics,07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Bachelor Degree,No,Yes,35.00,16,560,English,208,"$167,300.00","$1,492.00","$168,792.00",No
00002J,Macquarie University (Macquarie),081342G,Bachelor of Arts with the degree of  Bachelor of Education (Secondary),,Yes,09 - Society and Culture,0903 - Studies in Human Society,"090399 - Studies in Human Society, n.e.c.",07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Bachelor Degree,No,Yes,35.00,16,560,English,208,"$120,000.00","$1,212.00","$121,212.00",No
